,folder_name,auc modified_BRM_cosine_similarity_,auc minmax norm modified_BRM_cosine_similarity_,auc std norm modified_BRM_cosine_similarity_,auc minmax std norm modified_BRM_cosine_similarity_,folder_name,auc modified_BRM_manhattan_distances_,auc minmax norm modified_BRM_manhattan_distances_,auc std norm modified_BRM_manhattan_distances_,auc minmax std norm modified_BRM_manhattan_distances_,folder_name,auc modified_BRM_euclidean_distances_,auc minmax norm modified_BRM_euclidean_distances_,auc std norm modified_BRM_euclidean_distances_,auc minmax std norm modified_BRM_euclidean_distances_,folder_name,auc GaussianMixture,auc minmax norm GaussianMixture,auc std norm GaussianMixture,auc minmax std norm GaussianMixture,folder_name,auc IsolationForest,auc minmax norm IsolationForest,auc std norm IsolationForest,auc minmax std norm IsolationForest,folder_name,auc OneClassSVM,auc minmax norm OneClassSVM,auc std norm OneClassSVM,auc minmax std norm OneClassSVM
47,yeast-2_vs_4,0.8023715415019764,0.8023715415019764,0.7934782608695652,0.8003952569169961,yeast-2_vs_4,0.9407114624505928,0.9446640316205532,0.9446640316205532,0.9436758893280632,yeast-2_vs_4,0.9466403162055336,0.9456521739130436,0.9456521739130436,0.9436758893280632,yeast-1-4-5-8_vs_7,0.6967418546365916,0.6967418546365916,0.6967418546365916,0.6967418546365916,yeast-2_vs_4,0.9713438735177866,0.9762845849802372,0.9792490118577076,0.9772727272727272,yeast-2_vs_4,0.9515810276679842,0.9713438735177864,0.9683794466403164,0.9683794466403164
48,glass5,0.5609756097560976,0.5609756097560976,0.5609756097560976,0.5609756097560976,glass5,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,glass5,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,shuttle-6_vs_2-3,1.0,1.0,1.0,1.0,glass5,0.8658536585365854,0.8536585365853658,0.8902439024390244,0.8414634146341464,glass5,0.8292682926829269,0.8414634146341464,0.8414634146341464,0.8414634146341464
49,habermanImb,0.7673202614379085,0.7647058823529411,0.7620915032679739,0.7424836601307191,habermanImb,0.7006535947712418,0.6901960784313725,0.6993464052287581,0.6954248366013072,habermanImb,0.7071895424836601,0.7111111111111111,0.7163398692810458,0.7137254901960784,shuttle-2_vs_5,0.9946483180428134,0.9946483180428134,0.9946483180428134,0.9946483180428134,habermanImb,0.6457516339869279,0.6392156862745098,0.6457516339869279,0.6248366013071895,habermanImb,0.5738562091503269,0.5673202614379085,0.611764705882353,0.611764705882353
50,yeast-1-2-8-9_vs_7,0.7626811594202898,0.7581521739130435,0.7572463768115942,0.7590579710144927,yeast-1-2-8-9_vs_7,0.6168478260869565,0.6304347826086957,0.6286231884057971,0.6259057971014493,yeast-1-2-8-9_vs_7,0.5878623188405797,0.5905797101449276,0.582427536231884,0.5815217391304348,glass-0-1-6_vs_2,0.5571428571428572,0.6357142857142857,0.6357142857142857,0.6357142857142857,yeast-1-2-8-9_vs_7,0.5480072463768115,0.5226449275362319,0.5416666666666666,0.5407608695652174,yeast-1-2-8-9_vs_7,0.552536231884058,0.5597826086956522,0.556159420289855,0.556159420289855
51,glass2,0.6153846153846154,0.5961538461538461,0.6153846153846154,0.6153846153846154,glass2,0.5705128205128205,0.5641025641025641,0.5641025641025641,0.5641025641025641,glass2,0.5192307692307692,0.5384615384615384,0.5192307692307692,0.532051282051282,new-thyroid2,0.992063492063492,0.992063492063492,0.992063492063492,0.992063492063492,glass2,0.6987179487179487,0.7179487179487181,0.6987179487179487,0.7692307692307692,glass2,0.75,0.8012820512820513,0.8076923076923077,0.8076923076923077
52,kr-vs-k-three_vs_eleven,0.5675438596491228,0.5289473684210526,0.5192982456140351,0.5140350877192983,kr-vs-k-three_vs_eleven,0.9631062951496387,0.9628998968008255,0.9618679050567596,0.9621775025799794,kr-vs-k-three_vs_eleven,0.9572755417956657,0.9574819401444788,0.9592363261093912,0.9581011351909184,page-blocks0,0.9532589739863392,0.9532862229327131,0.9532589739863392,0.9532589739863392,kr-vs-k-three_vs_eleven,0.7271413828689369,0.7691434468524252,0.8240454076367391,0.7669762641898865,kr-vs-k-three_vs_eleven,0.8874097007223942,0.8375644994840041,0.8111455108359134,0.8111455108359134
53,glass4,0.9416666666666668,0.95,0.9416666666666668,0.9666666666666668,glass4,0.875,0.875,0.875,0.875,glass4,0.8583333333333334,0.8666666666666667,0.8666666666666667,0.8666666666666667,vowel0,0.962037037037037,0.962037037037037,0.962037037037037,0.962037037037037,glass4,0.7916666666666667,0.7916666666666666,0.7749999999999999,0.7833333333333334,glass4,0.6666666666666667,0.7083333333333333,0.8083333333333333,0.8083333333333333
54,ecoli-0_vs_1,0.9632183908045976,0.9655172413793104,0.9655172413793104,0.9701149425287356,ecoli-0_vs_1,0.9149425287356322,0.928735632183908,0.9379310344827586,0.935632183908046,ecoli-0_vs_1,0.928735632183908,0.9333333333333332,0.942528735632184,0.9402298850574712,kr-vs-k-zero-one_vs_draw,0.9818877551020408,0.9818877551020408,0.9818877551020408,0.9818877551020408,ecoli-0_vs_1,0.9655172413793104,0.960919540229885,0.9517241379310344,0.993103448275862,ecoli-0_vs_1,0.960919540229885,0.9701149425287356,0.9793103448275862,0.9793103448275862
55,page-blocks-1-3_vs_4,0.6853932584269663,0.6910112359550562,0.6853932584269663,0.6872659176029963,page-blocks-1-3_vs_4,0.9606741573033708,0.9588014981273408,0.9569288389513108,0.9606741573033708,page-blocks-1-3_vs_4,0.9419475655430712,0.9400749063670412,0.9456928838951312,0.9456928838951312,winequality-red-3_vs_5,0.9051094890510948,0.9124087591240876,0.9124087591240876,0.9124087591240876,page-blocks-1-3_vs_4,0.8876404494382022,0.8913857677902621,0.8951310861423221,0.9082397003745318,page-blocks-1-3_vs_4,0.6367041198501873,0.5842696629213483,0.6348314606741573,0.6348314606741573
56,cleveland-0_vs_4,0.59375,0.5833333333333334,0.5729166666666667,0.59375,cleveland-0_vs_4,0.9895833333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,cleveland-0_vs_4,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,shuttle-c0-vs-c4,0.9970760233918128,0.9970760233918128,0.9970760233918128,0.9970760233918128,cleveland-0_vs_4,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9791666666666666,cleveland-0_vs_4,0.625,0.9791666666666666,0.9791666666666666,0.9791666666666666
57,vehicle2,0.5800865800865799,0.5797258297258298,0.5786435786435786,0.5768398268398268,vehicle2,0.8547979797979798,0.8537157287157287,0.8569624819624819,0.8540764790764791,vehicle2,0.8088023088023089,0.8154761904761905,0.8084415584415584,0.8042929292929293,glass-0-4_vs_5,0.8235294117647058,0.7941176470588235,0.7941176470588235,0.7941176470588235,vehicle2,0.6213924963924964,0.6697330447330447,0.6538600288600288,0.675865800865801,vehicle2,0.5560966810966811,0.5149711399711401,0.6351010101010102,0.6351010101010102
58,ecoli-0-1-4-7_vs_2-3-5-6,0.6102150537634409,0.5967741935483871,0.6075268817204301,0.6075268817204301,ecoli-0-1-4-7_vs_2-3-5-6,0.8602150537634409,0.8494623655913979,0.8467741935483871,0.8467741935483871,ecoli-0-1-4-7_vs_2-3-5-6,0.8494623655913979,0.8413978494623656,0.8467741935483871,0.8494623655913979,glass-0-6_vs_5,0.675,0.65,0.65,0.65,ecoli-0-1-4-7_vs_2-3-5-6,0.7956989247311828,0.8198924731182796,0.8333333333333334,0.8252688172043009,ecoli-0-1-4-7_vs_2-3-5-6,0.7715053763440859,0.7876344086021505,0.8413978494623656,0.8413978494623656
59,ecoli4,0.59375,0.5703125,0.5703125,0.5546875,ecoli4,0.8984375,0.890625,0.90234375,0.88671875,ecoli4,0.921875,0.91015625,0.9296875,0.9375,glass1,0.5231481481481481,0.5162037037037037,0.5162037037037037,0.5162037037037037,ecoli4,0.88671875,0.8125,0.90625,0.92578125,ecoli4,0.90234375,0.87109375,0.953125,0.953125
60,pimaImb,0.6468518518518518,0.6462962962962964,0.6522222222222223,0.6561111111111111,pimaImb,0.7512962962962962,0.752962962962963,0.7522222222222222,0.7505555555555555,pimaImb,0.765,0.7605555555555555,0.7607407407407407,0.7618518518518519,winequality-red-8_vs_6,0.775390625,0.771484375,0.771484375,0.771484375,pimaImb,0.7462962962962962,0.7440740740740741,0.7520370370370371,0.7344444444444445,pimaImb,0.7568518518518519,0.7051851851851851,0.7288888888888889,0.7288888888888889
61,abalone-21_vs_8,0.6140350877192983,0.6228070175438597,0.6257309941520468,0.6169590643274854,abalone-21_vs_8,0.9970760233918128,0.9970760233918128,0.9941520467836256,0.9941520467836256,abalone-21_vs_8,1.0,0.9941520467836256,0.9941520467836256,0.9970760233918128,abalone-21_vs_8,0.9941520467836256,0.9941520467836256,0.9941520467836256,0.9941520467836256,abalone-21_vs_8,0.9298245614035088,0.9385964912280702,0.9269005847953216,0.9473684210526316,abalone-21_vs_8,0.8742690058479532,0.935672514619883,0.9766081871345028,0.9766081871345028
62,shuttle-c2-vs-c4,0.5416666666666667,0.6458333333333333,0.6041666666666667,0.5416666666666667,shuttle-c2-vs-c4,1.0,1.0,1.0,1.0,shuttle-c2-vs-c4,1.0,1.0,1.0,1.0,shuttle-c2-vs-c4,1.0,1.0,1.0,1.0,shuttle-c2-vs-c4,0.9166666666666669,1.0,0.9375,0.9583333333333334,shuttle-c2-vs-c4,0.8541666666666667,1.0,1.0,1.0
63,yeast1,0.5882839193210625,0.5879532679378376,0.5871266394797752,0.5881737021933209,yeast1,0.6041000771519893,0.6054226826848892,0.6063044197068224,0.6056431169403724,yeast1,0.5894411991623498,0.5865755538410669,0.5839854513391379,0.5858591425107462,cleveland-0_vs_4,1.0,1.0,1.0,1.0,yeast1,0.5535655240824424,0.5263970020941255,0.5556045409456629,0.5348837209302326,yeast1,0.5093684558580404,0.5172489804915683,0.5475035820566516,0.5475035820566516
64,winequality-white-3_vs_7,0.8238636363636364,0.8196022727272727,0.8224431818181819,0.8125,winequality-white-3_vs_7,0.990056818181818,0.990056818181818,0.990056818181818,0.990056818181818,winequality-white-3_vs_7,0.9914772727272728,0.9914772727272728,0.9914772727272728,0.9914772727272728,yeast-0-3-5-9_vs_7-8,0.5804347826086956,0.5804347826086956,0.5804347826086956,0.5804347826086956,winequality-white-3_vs_7,0.978693181818182,0.958806818181818,0.8963068181818181,0.96875,winequality-white-3_vs_7,0.9701704545454546,0.9815340909090908,0.9801136363636364,0.9801136363636364
65,ecoli2,0.6602870813397129,0.6507177033492823,0.6778309409888357,0.6283891547049442,ecoli2,0.7942583732057417,0.8038277511961722,0.8022328548644339,0.7926634768740032,ecoli2,0.7830940988835726,0.7862838915470494,0.7767145135566188,0.7830940988835726,car-vgood,0.9914529914529916,0.9914529914529916,0.9914529914529916,0.9914529914529916,ecoli2,0.7113237639553429,0.7049441786283892,0.6634768740031898,0.6778309409888357,ecoli2,0.708133971291866,0.696969696969697,0.7607655502392344,0.7607655502392344
66,yeast4,0.8286713286713286,0.8289891926255563,0.8321678321678322,0.8280356007628734,yeast4,0.7110616656071201,0.7116973935155754,0.7107438016528926,0.7123331214240305,yeast4,0.7234583598219961,0.7212333121424029,0.7250476795931341,0.7212333121424029,ecoli2,0.7384370015948963,0.7384370015948963,0.7384370015948963,0.7384370015948963,yeast4,0.7574698029243484,0.7317228226319135,0.7457088366179275,0.7393515575333758,yeast4,0.7762237762237763,0.78099173553719,0.7523839796567069,0.7523839796567069
67,yeast5,0.9116512345679012,0.9135802469135802,0.9124228395061728,0.910108024691358,yeast5,0.7901234567901234,0.7912808641975309,0.7955246913580247,0.7982253086419753,yeast5,0.8097993827160495,0.8028549382716049,0.8094135802469136,0.8032407407407407,habermanImb,0.5673202614379085,0.5673202614379085,0.5673202614379085,0.5673202614379085,yeast5,0.8850308641975309,0.8584104938271605,0.8780864197530864,0.9166666666666666,yeast5,0.8680555555555556,0.8896604938271605,0.8406635802469136,0.8406635802469136
68,poker-8_vs_6,1.0,1.0,1.0,1.0,poker-8_vs_6,0.9674657534246576,0.966609589041096,0.9674657534246576,0.9691780821917808,poker-8_vs_6,0.9460616438356164,0.9460616438356164,0.9460616438356164,0.9460616438356164,glass-0-1-5_vs_2,0.5483870967741935,0.5725806451612903,0.5725806451612903,0.5725806451612903,poker-8_vs_6,0.6275684931506849,0.6164383561643836,0.6506849315068493,0.6078767123287672,poker-8_vs_6,0.7328767123287672,0.7003424657534246,0.6309931506849316,0.6309931506849316
69,ecoli-0-6-7_vs_5,0.86875,0.86875,0.86875,0.8625,ecoli-0-6-7_vs_5,0.89375,0.90625,0.9,0.9,ecoli-0-6-7_vs_5,0.8875,0.88125,0.88125,0.89375,kr-vs-k-zero_vs_fifteen,1.0,1.0,1.0,1.0,ecoli-0-6-7_vs_5,0.81875,0.875,0.75625,0.6875,ecoli-0-6-7_vs_5,0.73125,0.7562500000000001,0.8062499999999999,0.8062499999999999
70,glass-0-1-6_vs_2,0.5571428571428572,0.5642857142857143,0.5642857142857143,0.5571428571428572,glass-0-1-6_vs_2,0.5071428571428571,0.5071428571428571,0.5071428571428571,0.5071428571428571,glass-0-1-6_vs_2,0.5071428571428571,0.5,0.5,0.5,ecoli-0-3-4_vs_5,0.9236111111111109,0.9236111111111109,0.9236111111111109,0.9236111111111109,glass-0-1-6_vs_2,0.6142857142857143,0.5285714285714286,0.5214285714285715,0.5285714285714286,glass-0-1-6_vs_2,0.8999999999999999,0.6785714285714285,0.6357142857142857,0.6357142857142857
71,kr-vs-k-zero_vs_fifteen,0.9457274826789838,0.945727482678984,0.945727482678984,0.945727482678984,kr-vs-k-zero_vs_fifteen,1.0,1.0,1.0,1.0,kr-vs-k-zero_vs_fifteen,1.0,1.0,1.0,1.0,vehicle3,0.6526277238600989,0.6528108405054021,0.6528108405054021,0.6528108405054021,kr-vs-k-zero_vs_fifteen,0.9006928406466513,0.8737490377213242,0.8329484218629715,0.9218629715165512,kr-vs-k-zero_vs_fifteen,0.9846035411855274,1.0,0.9611239414934564,0.9611239414934564
72,new-thyroid1,0.9523809523809524,0.9404761904761904,0.9404761904761904,0.9444444444444444,new-thyroid1,0.9365079365079364,0.9404761904761904,0.9365079365079364,0.9404761904761904,new-thyroid1,0.9484126984126984,0.9563492063492064,0.9484126984126984,0.9484126984126984,ecoli-0-1_vs_2-3-5,0.968181818181818,0.968181818181818,0.968181818181818,0.968181818181818,new-thyroid1,0.8690476190476191,0.8333333333333333,0.8650793650793651,0.8809523809523809,new-thyroid1,0.8174603174603174,0.8968253968253969,0.876984126984127,0.876984126984127
73,glass6,0.8063063063063063,0.7927927927927928,0.7927927927927928,0.8018018018018018,glass6,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,glass6,0.9639639639639641,0.9684684684684686,0.9684684684684686,0.9684684684684686,winequality-white-3_vs_7,0.9886363636363636,0.9872159090909092,0.9872159090909092,0.9872159090909092,glass6,0.9639639639639641,0.9594594594594597,0.954954954954955,0.9594594594594597,glass6,0.8963963963963963,0.936936936936937,0.9684684684684686,0.9684684684684686
74,page-blocks0,0.5823009010318267,0.6320211451823863,0.5809021217846243,0.6267439325679408,page-blocks0,0.8917581020200552,0.8902412440052319,0.8810220171486702,0.8881067432059293,page-blocks0,0.9248383229181804,0.9192068740008721,0.9108323644819069,0.9148016276703969,kr-vs-k-three_vs_eleven,0.8639834881320949,0.8639834881320949,0.8639834881320949,0.8639834881320949,page-blocks0,0.9190615462868768,0.9290528266240372,0.9218772707455312,0.922440415637262,page-blocks0,0.7269837232960326,0.9195701932858596,0.941087777939253,0.941087777939253
75,yeast-0-2-5-6_vs_3-7-8-9,0.7662983425414366,0.769889502762431,0.7679558011049723,0.769060773480663,yeast-0-2-5-6_vs_3-7-8-9,0.6994475138121548,0.7022099447513812,0.6988950276243094,0.7052486187845304,yeast-0-2-5-6_vs_3-7-8-9,0.7276243093922652,0.7259668508287294,0.7267955801104973,0.7237569060773481,flare-F,0.902439024390244,0.902439024390244,0.902439024390244,0.902439024390244,yeast-0-2-5-6_vs_3-7-8-9,0.7922651933701658,0.7651933701657458,0.8116022099447513,0.7917127071823205,yeast-0-2-5-6_vs_3-7-8-9,0.8077348066298342,0.8077348066298342,0.7839779005524862,0.7839779005524862
76,yeast-1_vs_7,0.7209302325581396,0.7151162790697675,0.7189922480620156,0.7054263565891473,yeast-1_vs_7,0.6337209302325582,0.6356589147286822,0.6414728682170543,0.6375968992248062,yeast-1_vs_7,0.622093023255814,0.6143410852713178,0.6182170542635659,0.6182170542635659,ecoli1,0.7584134615384616,0.7584134615384616,0.7584134615384616,0.7584134615384616,yeast-1_vs_7,0.6763565891472868,0.6472868217054264,0.562015503875969,0.6724806201550388,yeast-1_vs_7,0.7189922480620154,0.7383720930232558,0.7286821705426356,0.7286821705426356
77,glass0,0.6379310344827587,0.625615763546798,0.6379310344827587,0.6354679802955665,glass0,0.5689655172413793,0.5640394088669951,0.5640394088669951,0.5615763546798029,glass0,0.6108374384236452,0.6108374384236454,0.6182266009852218,0.6108374384236454,kr-vs-k-one_vs_fifteen,1.0,1.0,1.0,1.0,glass0,0.6502463054187192,0.6231527093596059,0.6995073891625616,0.6847290640394088,glass0,0.6699507389162562,0.6600985221674878,0.6945812807881773,0.6945812807881773
78,ecoli3,0.65807962529274,0.6861826697892272,0.6604215456674473,0.6744730679156908,ecoli3,0.6697892271662763,0.6908665105386418,0.6580796252927401,0.6627634660421546,ecoli3,0.6674473067915692,0.6674473067915692,0.6651053864168619,0.6768149882903982,glass5,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.8536585365853658,ecoli3,0.7704918032786885,0.7728337236533958,0.7728337236533958,0.7798594847775175,ecoli3,0.7658079625292741,0.7540983606557377,0.7423887587822015,0.7423887587822015
79,kr-vs-k-one_vs_fifteen,0.9315098152424944,0.9367782909930716,0.9314376443418014,0.9314376443418014,kr-vs-k-one_vs_fifteen,1.0,1.0,1.0,1.0,kr-vs-k-one_vs_fifteen,1.0,1.0,1.0,1.0,ecoli-0-1-3-7_vs_2-6,0.990909090909091,0.990909090909091,0.990909090909091,0.990909090909091,kr-vs-k-one_vs_fifteen,0.915704387990762,0.9392321016166282,0.9074769053117784,0.799364896073903,kr-vs-k-one_vs_fifteen,0.90574480369515,0.9992782909930716,0.918879907621247,0.918879907621247
80,shuttle-2_vs_5,0.9978593272171252,0.998012232415902,0.9978593272171252,0.9978593272171252,shuttle-2_vs_5,0.9978593272171254,0.9978593272171254,0.9978593272171254,0.9978593272171254,shuttle-2_vs_5,0.9970948012232416,0.9970948012232416,0.9970948012232416,0.9970948012232416,glass-0-1-6_vs_5,0.7142857142857143,0.6714285714285715,0.6714285714285715,0.6714285714285715,shuttle-2_vs_5,0.9847094801223242,0.979051987767584,0.9937308868501528,0.9808868501529052,shuttle-2_vs_5,0.9584097859327216,0.9951070336391435,0.9938837920489296,0.9938837920489296
81,winequality-red-8_vs_6-7,0.5404191616766467,0.5404191616766467,0.5344311377245509,0.5344311377245511,winequality-red-8_vs_6-7,0.5958083832335329,0.6122754491017964,0.6167664670658682,0.6167664670658682,winequality-red-8_vs_6-7,0.687125748502994,0.6901197604790419,0.687125748502994,0.6781437125748503,poker-8-9_vs_5,0.535609756097561,0.535609756097561,0.535609756097561,0.535609756097561,winequality-red-8_vs_6-7,0.7095808383233533,0.7155688622754491,0.7110778443113772,0.7245508982035929,winequality-red-8_vs_6-7,0.6017964071856288,0.7200598802395209,0.7020958083832336,0.7020958083832336
82,yeast6,0.7497536945812808,0.7482758620689656,0.7334975369458128,0.7438423645320197,yeast6,0.6714285714285715,0.6655172413793103,0.6827586206896552,0.6625615763546798,yeast6,0.7423645320197044,0.7226600985221675,0.7266009852216749,0.7261083743842365,ecoli-0-1-4-7_vs_5-6,0.8064516129032259,0.8064516129032259,0.8064516129032259,0.8064516129032259,yeast6,0.8665024630541872,0.8561576354679803,0.8729064039408867,0.8448275862068966,yeast6,0.8571428571428571,0.8793103448275862,0.8339901477832512,0.8339901477832512
83,poker-8-9_vs_6,0.7575342465753424,0.7582191780821917,0.7575342465753425,0.7595890410958904,poker-8-9_vs_6,0.9691780821917808,0.9643835616438357,0.9705479452054796,0.9705479452054796,poker-8-9_vs_6,0.9410958904109588,0.9417808219178082,0.9410958904109588,0.9431506849315068,led7digit-0-2-4-5-6-7-8-9_vs_1,0.9251543209876544,0.9251543209876544,0.9251543209876544,0.9251543209876544,poker-8-9_vs_6,0.6499999999999999,0.6602739726027397,0.7,0.6616438356164384,poker-8-9_vs_6,0.5294520547945205,0.6547945205479452,0.6417808219178082,0.6417808219178082
84,kr-vs-k-zero-one_vs_draw,0.5,0.5,0.5071428571428571,0.5238095238095238,kr-vs-k-zero-one_vs_draw,0.9874149659863946,0.9851190476190476,0.9900510204081632,0.988095238095238,kr-vs-k-zero-one_vs_draw,0.9888605442176872,0.9881802721088436,0.9851190476190476,0.986734693877551,yeast-0-2-5-6_vs_3-7-8-9,0.7657458563535912,0.7657458563535912,0.7657458563535912,0.7657458563535912,kr-vs-k-zero-one_vs_draw,0.8318877551020408,0.6923469387755101,0.7363945578231292,0.8502551020408163,kr-vs-k-zero-one_vs_draw,0.7804421768707483,0.8164115646258503,0.8967687074829932,0.8967687074829932
85,led7digit-0-2-4-5-6-7-8-9_vs_1,0.9320987654320988,0.925925925925926,0.9320987654320988,0.9320987654320988,led7digit-0-2-4-5-6-7-8-9_vs_1,0.7384259259259259,0.7314814814814815,0.7430555555555556,0.7430555555555556,led7digit-0-2-4-5-6-7-8-9_vs_1,0.7337962962962963,0.7415123456790124,0.7222222222222222,0.7191358024691359,yeast3,0.7410468319559229,0.7410468319559229,0.7410468319559229,0.7410468319559229,led7digit-0-2-4-5-6-7-8-9_vs_1,0.8819444444444444,0.8773148148148148,0.8912037037037037,0.8819444444444444,led7digit-0-2-4-5-6-7-8-9_vs_1,0.9513888888888888,0.9513888888888888,0.9483024691358024,0.9483024691358024
86,glass-0-1-5_vs_2,0.8225806451612903,0.782258064516129,0.7983870967741935,0.8064516129032258,glass-0-1-5_vs_2,0.5887096774193548,0.5645161290322579,0.5806451612903225,0.5887096774193549,glass-0-1-5_vs_2,0.5564516129032258,0.5645161290322579,0.5645161290322579,0.5645161290322579,ecoli-0-3-4-6_vs_5,0.9121621621621622,0.9121621621621622,0.9121621621621622,0.9121621621621622,glass-0-1-5_vs_2,0.5645161290322579,0.5564516129032258,0.5483870967741935,0.532258064516129,glass-0-1-5_vs_2,0.7419354838709677,0.5483870967741935,0.5161290322580645,0.5161290322580645
87,new-thyroid2,0.98015873015873,0.98015873015873,0.98015873015873,0.9761904761904762,new-thyroid2,0.984126984126984,0.988095238095238,0.984126984126984,0.98015873015873,new-thyroid2,0.988095238095238,0.988095238095238,0.988095238095238,0.988095238095238,lymphography-normal-fibrosis,0.9464285714285714,0.9464285714285714,0.9464285714285714,0.9464285714285714,new-thyroid2,0.9642857142857144,0.9722222222222222,0.988095238095238,0.9563492063492064,new-thyroid2,0.9404761904761904,0.988095238095238,0.9761904761904762,0.9761904761904762
88,dermatology-6,0.926470588235294,0.9301470588235294,0.9301470588235294,0.9338235294117648,dermatology-6,1.0,1.0,1.0,1.0,dermatology-6,1.0,1.0,1.0,1.0,wisconsinImb,0.9803370786516854,0.9803370786516854,0.9803370786516854,0.9803370786516854,dermatology-6,0.9779411764705884,0.9852941176470588,0.9926470588235294,0.9595588235294118,dermatology-6,0.9632352941176472,0.9963235294117648,1.0,1.0
89,ecoli-0-6-7_vs_3-5,0.53,0.525,0.53,0.525,ecoli-0-6-7_vs_3-5,0.995,0.995,0.995,0.995,ecoli-0-6-7_vs_3-5,0.985,0.985,0.99,0.985,ecoli-0-1-4-6_vs_5,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.8653846153846154,ecoli-0-6-7_vs_3-5,0.925,0.925,0.945,0.94,ecoli-0-6-7_vs_3-5,0.86,0.89,0.93,0.93
90,ecoli-0-3-4-6_vs_5,0.7027027027027027,0.7162162162162162,0.7027027027027027,0.7297297297297298,ecoli-0-3-4-6_vs_5,0.9189189189189191,0.9256756756756755,0.9121621621621622,0.9256756756756755,ecoli-0-3-4-6_vs_5,0.9391891891891893,0.945945945945946,0.945945945945946,0.9189189189189191,abalone-17_vs_7-8-9-10,0.8221856725146199,0.8223684210526316,0.8221856725146199,0.8221856725146199,ecoli-0-3-4-6_vs_5,0.9054054054054054,0.9189189189189191,0.9256756756756755,0.9121621621621622,ecoli-0-3-4-6_vs_5,0.9054054054054054,0.9121621621621622,0.9324324324324323,0.9324324324324323
91,winequality-white-9_vs_4,0.7575757575757576,0.7575757575757576,0.7575757575757576,0.7575757575757576,winequality-white-9_vs_4,0.5757575757575758,0.6666666666666666,0.6666666666666666,0.6666666666666666,winequality-white-9_vs_4,0.5151515151515151,0.5757575757575758,0.5757575757575758,0.6060606060606061,yeast-1_vs_7,0.6918604651162791,0.6918604651162791,0.6918604651162791,0.6918604651162791,winequality-white-9_vs_4,0.5151515151515151,0.5454545454545454,0.5151515151515151,0.6060606060606061,winequality-white-9_vs_4,0.9393939393939394,0.6363636363636364,0.6666666666666667,0.6666666666666667
92,abalone9-18,0.5587761674718197,0.5611916264090178,0.5531400966183575,0.5644122383252819,abalone9-18,0.9694041867954912,0.9718196457326892,0.9677938808373592,0.9669887278582929,abalone9-18,0.9806763285024156,0.9774557165861514,0.9766505636070854,0.9822866344605476,pimaImb,0.7418518518518519,0.7418518518518519,0.7418518518518519,0.7418518518518519,abalone9-18,0.8478260869565217,0.8462157809983897,0.8655394524959743,0.8590982286634461,abalone9-18,0.7391304347826086,0.8180354267310791,0.8993558776167472,0.8993558776167472
93,segment0,0.5446893174165901,0.5439623507805326,0.5428910315273952,0.5435032139577595,segment0,0.9545837159473524,0.9548898071625344,0.9562289562289562,0.9546602387511478,segment0,0.9424548515457608,0.9431052953780228,0.9417278849097029,0.9420722375267828,ecoli-0_vs_1,0.9724137931034484,0.9724137931034484,0.9724137931034484,0.9724137931034484,segment0,0.5063131313131313,0.5392561983471075,0.5032139577594124,0.6264539332721151,segment0,0.6257652280379553,0.7558157330884603,0.7181282522191612,0.7181282522191612
94,winequality-white-3-9_vs_5,0.5328767123287672,0.5164383561643836,0.5308219178082192,0.5321917808219179,winequality-white-3-9_vs_5,0.8184931506849316,0.8191780821917808,0.8226027397260274,0.8212328767123288,winequality-white-3-9_vs_5,0.8061643835616438,0.8082191780821918,0.8054794520547945,0.8089041095890411,yeast5,0.7851080246913579,0.7851080246913579,0.7851080246913579,0.7851080246913579,winequality-white-3-9_vs_5,0.6609589041095891,0.5746575342465753,0.6061643835616438,0.5595890410958904,winequality-white-3-9_vs_5,0.5732876712328767,0.5808219178082191,0.5753424657534246,0.5753424657534246
